time,step,mk,x_com,count
1.0,5,64,43.0,2197
1.2000000000000002,6,64,43.0,2197
1.4000000000000001,7,64,43.0,2197
1.6,8,64,43.0,2197
1.8,9,64,43.0,2197
2.0,10,64,43.0,2197
2.2,11,64,43.00468866545289,2197
2.4000000000000004,12,64,43.13718366226673,2197
2.6,13,64,43.50379816522531,2197
2.8000000000000003,14,64,44.08082681793354,2197
3.0,15,64,44.763836607646795,2197
3.2,16,64,45.61544213609468,2197
3.4000000000000004,17,64,46.62953795994538,2197
3.6,18,64,47.76907471051434,2197
3.8000000000000003,19,64,49.03878083659536,2197
4.0,20,64,50.45455290714611,2197
4.2,21,64,51.91320607191626,2197
4.4,22,64,53.32225273099681,2197
4.6000000000000005,23,64,54.68860124305872,2197
4.800000000000001,24,64,56.03087072189349,2197
5.0,25,64,57.346260313154296,2197
5.2,26,64,58.629239751934456,2197
5.4,27,64,59.88962059854347,2197
5.6000000000000005,28,64,61.10534590760128,2197
5.800000000000001,29,64,62.29429796995903,2197
6.0,30,64,63.45563797906236,2197
6.2,31,64,64.58385533363676,2197
6.4,32,64,65.66575029267183,2197
6.6000000000000005,33,64,66.65971364770141,2197
6.800000000000001,34,64,67.57251649021393,2197
7.0,35,64,68.48446937596722,2197
7.2,36,64,69.49465321301774,2197
7.4,37,64,70.5921703723259,2197
7.6000000000000005,38,64,71.73969141238052,2197
7.800000000000001,39,64,72.90592821165225,2197
8.0,40,64,74.06840715293582,2197
8.200000000000001,41,64,74.8739356841147,2197
8.4,42,64,74.83770093582159,2197
8.6,43,64,74.74162876012745,2197
8.8,44,64,74.85974913154301,2197
9.0,45,64,75.22673128129267,2197
9.200000000000001,46,64,75.67722064815658,2197
9.4,47,64,75.0972055739645,2197
9.600000000000001,48,64,74.46443641693219,2197
9.8,49,64,74.03659176058261,2197
10.0,50,64,73.91035745880747,2197
0.0,0,65,43.0,2197
0.2,1,65,43.0,2197
0.4,2,65,43.0,2197
0.6000000000000001,3,65,43.0,2197
0.8,4,65,43.0,2197
1.0,5,65,43.0,2197
1.2000000000000002,6,65,43.0,2197
1.4000000000000001,7,65,43.0,2197
1.6,8,65,43.0,2197
1.8,9,65,43.0,2197
2.0,10,65,43.0,2197
2.2,11,65,43.00183446745562,2197
2.4000000000000004,12,65,43.09718005962676,2197
2.6,13,65,43.360157108329545,2197
2.8000000000000003,14,65,43.733619450614476,2197
3.0,15,65,44.05312501729631,2197
3.2,16,65,44.23426478698225,2197
3.4000000000000004,17,65,44.308867401001365,2197
3.6,18,65,44.3543112890305,2197
3.8000000000000003,19,65,44.438879294947654,2197
4.0,20,65,44.664194954028225,2197
4.2,21,65,45.14166826263086,2197
4.4,22,65,45.862213676376875,2197
4.6000000000000005,23,65,46.772631562585346,2197
4.800000000000001,24,65,47.80016942057351,2197
5.0,25,65,48.8667159167046,2197
5.2,26,65,49.927486859353664,2197
5.4,27,65,51.04873748975876,2197
5.6000000000000005,28,65,52.24500653026855,2197
5.800000000000001,29,65,53.51103771961766,2197
6.0,30,65,54.81861190077379,2197
6.2,31,65,56.18847686253983,2197
6.4,32,65,57.601086035502966,2197
6.6000000000000005,33,65,59.038438102867545,2197
6.800000000000001,34,65,60.461925958124716,2197
7.0,35,65,61.83324759308148,2197
7.2,36,65,63.10682896449704,2197
7.4,37,65,64.27265818070097,2197
7.6000000000000005,38,65,65.36230438552572,2197
7.800000000000001,39,65,66.42072069640419,2197
8.0,40,65,67.45720341055986,2197
8.200000000000001,41,65,68.45476742193902,2197
8.4,42,65,68.9767014610833,2197
8.6,43,65,69.33492187847064,2197
8.8,44,65,69.75076061993629,2197
9.0,45,65,70.06973188393263,2197
9.200000000000001,46,65,70.37133615885298,2197
9.4,47,65,70.68811033500228,2197
9.600000000000001,48,65,70.99594145197997,2197
9.8,49,65,71.29991415248065,2197
10.0,50,65,71.57475542284935,2197
